junge	jungen	V;SBJV;PRS;1;SG	N;DAT;PL	C
erhörest	erhörst	V;SBJV;PRS;2;SG	V;IND;PRS;2;SG	C
anzeigte	anzeigen	V;SBJV;PST;1;SG	N;DAT;PL	POS_PAIR_ERROR
könnten	könne	V;SBJV;PST;3;PL	V;SBJV;PRS;1;SG	C
fällt	fällen	V;IND;PRS;2;PL	N;DAT;PL	POS_PAIR_ERROR
meinet	meines	V;SBJV;PRS;2;PL	ADJ;ACC;SG	POS_PAIR_ERROR;TGT_POS_ERROR;TGT_SLOT_ERROR
griffen	griffe	N;DAT;PL	V;SBJV;PRS;1;SG	TGT_SLOT_ERROR
hörte	hörest	V;SBJV;PST;1;SG	V;SBJV;PRS;2;SG	C
meinem	meine	ADJ;DAT;SG	V;SBJV;PRS;1;SG	SRC_POS_ERROR;SRC_SLOT_ERROR
mußt	mußten	V;IND;PRS;2;PL	V;SBJV;PST;3;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
bekehrte	bekehrten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL	C
fehlte	fehle	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
merken	merkte	N;DAT;PL	V;SBJV;PST;1;SG	C
anbetet	anbetest	V;SBJV;PRS;2;PL	V;SBJV;PRS;2;SG	C
wiederkommst	wiederkommt	V;IND;PRS;2;SG	V;IND;PRS;2;PL	C
leben	lebte	N;DAT;PL	V;SBJV;PST;1;SG	C
teilet	teil	V;SBJV;PRS;2;PL	N;NOM;SG	POS_PAIR_ERROR
rufe	rufet	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL	C
verkriechst	verkriechet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
schenkst	schenkte	V;IND;PRS;2;SG	V;SBJV;PST;1;SG	C
begehrst	begehrt	V;IND;PRS;2;SG	V;IND;PRS;2;PL	C
Decken	Decke	N;DAT;PL	V;SBJV;PRS;1;SG	C
erschreckt	erschrecket	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL	C
zeugen	zeugst	N;DAT;PL	V;IND;PRS;2;SG	C
Zähnen	Zähne	N;DAT;PL	V;SBJV;PRS;1;SG	TGT_SLOT_ERROR
pflanzen	pflanzt	N;DAT;PL	V;IND;PRS;2;PL	C
ehrest	ehrst	V;SBJV;PRS;2;SG	V;IND;PRS;2;SG	C
heile	heil	V;SBJV;PRS;1;SG	N;NOM;SG	C
Teile	Teil	V;SBJV;PRS;1;SG	N;NOM;SG	C
leuchten	leuchtete	N;DAT;PL	V;SBJV;PST;1;SG	C
zeuge	zeugst	V;SBJV;PRS;1;SG	V;IND;PRS;2;SG	C
folge	folgen	V;SBJV;PRS;1;SG	N;DAT;PL	C
erfreuest	erfreut	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
brauchst	brauchte	V;IND;PRS;2;SG	V;SBJV;PST;1;SG	C
anzöge	anzögen	V;SBJV;PRS;1;SG	N;DAT;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
demütigst	demütige	V;IND;PRS;2;SG	V;SBJV;PRS;1;SG	C
bemüht	bemühst	V;IND;PRS;2;PL	V;IND;PRS;2;SG	C
keines	keinen	ADJ;ACC;SG	N;DAT;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
strafen	strafte	N;DAT;PL	V;SBJV;PST;1;SG	C
möge	möget	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL	C
Bube	Buben	V;SBJV;PRS;1;SG	N;DAT;PL	C
lauten	laut	V;SBJV;PST;3;PL	V;IND;PRS;2;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
lobe	lobte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
lebet	lebte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
