akkea	akkea	POS=0;SRC_LABEL=5;TGT_LABEL=5
akkea	akkeri	POS=0;SRC_LABEL=5;TGT_LABEL=0
akkea	akkeu	POS=0;SRC_LABEL=5;TGT_LABEL=9
akkeri	akkea	POS=0;SRC_LABEL=0;TGT_LABEL=5
akkeri	akkeri	POS=0;SRC_LABEL=0;TGT_LABEL=0
akkeri	akkeu	POS=0;SRC_LABEL=0;TGT_LABEL=9
akkeu	akkea	POS=0;SRC_LABEL=9;TGT_LABEL=5
akkeu	akkeri	POS=0;SRC_LABEL=9;TGT_LABEL=0
akkeu	akkeu	POS=0;SRC_LABEL=9;TGT_LABEL=9
alda	alda	POS=0;SRC_LABEL=5;TGT_LABEL=5
alda	aldar	POS=0;SRC_LABEL=5;TGT_LABEL=10
alda	aldri	POS=0;SRC_LABEL=5;TGT_LABEL=0
alda	aldur	POS=0;SRC_LABEL=5;TGT_LABEL=3
alda	aldir	POS=0;SRC_LABEL=5;TGT_LABEL=4
aldar	alda	POS=0;SRC_LABEL=10;TGT_LABEL=5
aldar	aldar	POS=0;SRC_LABEL=10;TGT_LABEL=10
aldar	aldri	POS=0;SRC_LABEL=10;TGT_LABEL=0
aldar	aldur	POS=0;SRC_LABEL=10;TGT_LABEL=3
aldar	aldir	POS=0;SRC_LABEL=10;TGT_LABEL=4
aldri	alda	POS=0;SRC_LABEL=0;TGT_LABEL=5
aldri	aldar	POS=0;SRC_LABEL=0;TGT_LABEL=10
aldri	aldri	POS=0;SRC_LABEL=0;TGT_LABEL=0
aldri	aldur	POS=0;SRC_LABEL=0;TGT_LABEL=3
aldri	aldir	POS=0;SRC_LABEL=0;TGT_LABEL=4
aldur	alda	POS=0;SRC_LABEL=3;TGT_LABEL=5
aldur	aldar	POS=0;SRC_LABEL=3;TGT_LABEL=10
aldur	aldri	POS=0;SRC_LABEL=3;TGT_LABEL=0
aldur	aldur	POS=0;SRC_LABEL=3;TGT_LABEL=3
aldur	aldir	POS=0;SRC_LABEL=3;TGT_LABEL=4
aldir	alda	POS=0;SRC_LABEL=4;TGT_LABEL=5
aldir	aldar	POS=0;SRC_LABEL=4;TGT_LABEL=10
aldir	aldri	POS=0;SRC_LABEL=4;TGT_LABEL=0
aldir	aldur	POS=0;SRC_LABEL=4;TGT_LABEL=3
aldir	aldir	POS=0;SRC_LABEL=4;TGT_LABEL=4
aldraðan	aldraðan	POS=0;SRC_LABEL=2;TGT_LABEL=2
aldraðan	aldraðir	POS=0;SRC_LABEL=2;TGT_LABEL=4
aldraðan	aldraðar	POS=0;SRC_LABEL=2;TGT_LABEL=10
aldraðir	aldraðan	POS=0;SRC_LABEL=4;TGT_LABEL=2
aldraðir	aldraðir	POS=0;SRC_LABEL=4;TGT_LABEL=4
aldraðir	aldraðar	POS=0;SRC_LABEL=4;TGT_LABEL=10
aldraðar	aldraðan	POS=0;SRC_LABEL=10;TGT_LABEL=2
aldraðar	aldraðir	POS=0;SRC_LABEL=10;TGT_LABEL=4
aldraðar	aldraðar	POS=0;SRC_LABEL=10;TGT_LABEL=10
algjörir	algjörir	POS=0;SRC_LABEL=4;TGT_LABEL=4
algjörir	algjörlega	POS=0;SRC_LABEL=4;TGT_LABEL=7
algjörlega	algjörir	POS=0;SRC_LABEL=7;TGT_LABEL=4
algjörlega	algjörlega	POS=0;SRC_LABEL=7;TGT_LABEL=7
alheil	alheil	POS=0;SRC_LABEL=13;TGT_LABEL=13
alheil	alheilir	POS=0;SRC_LABEL=13;TGT_LABEL=4
alheilir	alheil	POS=0;SRC_LABEL=4;TGT_LABEL=13
alheilir	alheilir	POS=0;SRC_LABEL=4;TGT_LABEL=4
alikálfinum	alikálfinum	POS=0;SRC_LABEL=6;TGT_LABEL=6
