сама	само	N;GEN;SG	N;ESS;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
превозносить	превозносим	V;NFIN	V;PRS;1;PL	C
посох	посохи	N;NFIN	N;ACC;PL	C
язва	язве	N;NFIN	N;DAT;SG	C
временной	временным	ADJ;NFIN	ADJ;INS;MASC;SG	C
будем	будь	V;PRS;1;PL	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
похвалили	похвалился	V;PST;PL	V;PST;SG;MASC	PARADIGM_ERROR
хоронили	хоронить	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
служанке	служанкою	N;ESS;SG	ADJ;INS;FEM;SG	TGT_SLOT_ERROR
звезда	звездой	N;NFIN	N;INS;SG	C
растить	растишь	V;NFIN	V;PRS;2;SG	C
выводить	выводи	V;NFIN	V;IMP;2;SG	C
созвали	созвать	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
вынеси	вынесли	N;ACC;PL	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
возвестить	возвестите	V;NFIN	V;IMP;2;PL	C
спросить	спроси	V;NFIN	V;IMP;2;SG	C
петь	поют	V;NFIN	V;PRS;3;PL	C
выводить	выводи	V;NFIN	V;IMP;2;SG	C
одолела	одолеть	ADJ;FEM;SG;LGSPEC1	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
тьмы	тьмою	N;NOM;PL	ADJ;INS;FEM;SG	TGT_SLOT_ERROR
животное	животного	N;NFIN	N;GEN;SG	C
выводить	выводите	V;NFIN	V;PRS;2;PL	C
которым	которой	ADJ;INS;MASC;SG	ADJ;ESS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
литой	литая	ADJ;NFIN	ADJ;NOM;FEM;SG	C
как	каков	N;NOM;SG	N;GEN;PL	POS_PAIR_ERROR;SRC_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
худо	худ	N;ESS;SG	N;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
славить	славите	V;NFIN	V;PRS;2;PL	C
губить	губишь	V;NFIN	V;PRS;2;SG	C
первого	первом	ADJ;GEN;MASC;SG	N;INS;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
пострадал	пострадать	ADJ;MASC;SG;LGSPEC1	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
растить	растишь	V;NFIN	V;PRS;2;SG	C
избирай	избирали	N;ACC;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
скрытый	скрыты	ADJ;NFIN	ADJ;PL;LGSPEC1	C
рассеять	рассеете	V;NFIN	V;FUT;2;PL	C
померкло	померкли	V;PST;SG;NEUT	V.CVB	TGT_SLOT_ERROR
Которой	Которым	ADJ;ESS;FEM;SG	ADJ;INS;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
царь	царям	N;NFIN	N;DAT;PL	C
славить	славите	V;NFIN	V;PRS;2;PL	C
